Id,Categoria de Informação,Classe maior,Sub-classe maior,Classe menor,Nomenclatura Greencloud,Nomenclatura PEDEA,INDE,Fonte,Coluna atributo,Módulos de gráficos,Chave Rótulo,Link Drive (SHP),Link Drive (KML)
302,Saneamento Básico,Resíduos Sólidos,Consórcios,,1303_CE_consorcios_manejo_residuos_2021_pol,Consórcios públicos de manejo dos resíduos sólidos (SEMA_2021),Sim,SEMA,consorcio,Sim,,https://drive.google.com/drive/folders/1POP3S9ZDUCdxiGxxJwa8DfS__GSaubMG?usp=share_link,https://drive.google.com/drive/folders/19yFQ2xXZVWk3J_xBhxGy6dzcK20lVzma?usp=share_link
303,Saneamento Básico,Resíduos Sólidos,Disposição Final de Resíduos,,1303_CE_aterros_sanitario_2022_pto,Aterros Sanitários (SEMA_2022),Sim,SEMA,municipio,,,https://drive.google.com/drive/folders/1ZVLpPPDr69WkBjgfFj-pBRa_yfzupVZk?usp=share_link,https://drive.google.com/drive/folders/12iLRk2x7VdAfm6_J2EnG7kpubEPRlkdT?usp=share_link
304,Saneamento Básico,Resíduos Sólidos,Disposição Final de Resíduos,,1303_CE_destino_final_lixoes_2022_pto,Destino Final Lixões (SEMA_2022),Sim,SEMA,municipio,,,https://drive.google.com/drive/folders/1Eu--KRNaW-5D6NBUitVXJ8uJr84eoWQL?usp=share_link,https://drive.google.com/drive/folders/1HydRWvtBgdaur8dNmbBa9OttYtfOeItC?usp=share_link
305,Saneamento Básico,Resíduos Sólidos,Logistica Reversa,,1303_CE_logistica_reversa_2017_pto,Logística Reversa (SEMA_2017),Sim,SEMA,posto,,,https://drive.google.com/drive/folders/1i7TFRrIxOLjHdHtexmk0BPmiKgGRKrd6?usp=share_link,https://drive.google.com/drive/folders/1CpzjDjKUdnjJfgursC54PeAm5H3JDYwi?usp=share_link
306,Saneamento Básico,Resíduos Sólidos,Programa Auxílio Catador,,1303_CE_programa_auxilio_catadores_2021_pol,Associações Catadores por município (SEMA_2021),Sim,SEMA,associacao,Sim,,https://drive.google.com/drive/folders/19Z8ANLyZclqQtR1by5J9Apqgkpl3omKb?usp=share_link,https://drive.google.com/drive/folders/15n3SyInd1E1HJBtevyNWvm-4pIfNRYUB?usp=share_link
307,Sistemas de Transportes,Aeroportos,, ,0400_CE_aerodromos_2018_pto,Aerodromos (MINFRA_2018),,MINFRA,Simbologia não categorizada por atributo,,,https://drive.google.com/drive/folders/15Mq2Mcs7uSAGhKFXyf9rCG9v7mn6S9Uj?usp=share_link,https://drive.google.com/drive/folders/1HgQZTSFM1sVHOscZR9jTxLhh9nlwOk3R?usp=share_link
308,Sistemas de Transportes,Ferrovias,,,0401_CE_ferrovias_2018_lin,Ferrovias (MINFRA_2018),,MINFRA,Simbologia não categorizada por atributo,Sim,,https://drive.google.com/drive/folders/1O2mQoabb3uDMHJwqz1hbph7UFyOHerrN?usp=share_link,https://drive.google.com/drive/folders/175N1KxY-XaF0GSEowPdF1L6dO0ucCjzu?usp=share_link
309,Sistemas de Transportes,Rodovias,,,0402_CE_rodovias_estaduais_2015_lin,Rodovias estaduais (IPECE_2015),,IPECE,tipo_rodov,Sim,,https://drive.google.com/drive/folders/1AUkFw0WKcn8RyDGDxjgVKjfjIp83sNBj?usp=share_link,https://drive.google.com/drive/folders/1AUkFw0WKcn8RyDGDxjgVKjfjIp83sNBj?usp=share_link
310,Sistemas de Transportes,Rodovias,,,0402_CE_rodovias_federais_2015_lin,Rodovias federais (IPECE_2015),,IPECE,nome_rodov,Sim,,https://drive.google.com/drive/folders/1reulOJQ2tl-A1mAgaRzzHwcKNSuwWOKE?usp=share_link,https://drive.google.com/drive/folders/1ExEQI0J2hwO7VPwoE_A2rOhfJTSSwtyB?usp=share_link
311,Território,Limites,,,0100_CE_limites_municipais_2021_pol,Limites Municipais (IPECE_2021),,IPECE,Simbologia não categorizada por atributo,Sim,,https://drive.google.com/drive/folders/1T6GYZlAnexB_V_TRB8D9KdW3b-YXaWCU?usp=share_link,https://drive.google.com/drive/folders/1c9jeryNd8AEWPUNI89wQIzeDPZQdlmF_?usp=share_link
312,Território,Localidades,,,0100_CE_comunidades_entorno_2022_pto,Comunidades Entorno da UC (SEMA_2022),Sim,SEMA,nome_uc,,,https://drive.google.com/drive/folders/1fbVnN8SQA0uS6_tpzTqktNrD0c-V6yP9?usp=share_link,https://drive.google.com/drive/folders/1zmqKIYswT6YLztSvzjr8ZwJ_Y7Rvn2dr?usp=share_link
313,Território,Regionalizações,,,0102_CE_regioes_de_planejamento_2018_pol,Regiões de Planejamento do Estado do Ceará  (IPECE_2018),,IPECE,regiao,Sim,,https://drive.google.com/drive/folders/1AqQVNoYzfztyNGQdrba9fgrMZQrOvjH4?usp=share_link,https://drive.google.com/drive/folders/1y82SoC1Tp5oqKs-MouglH_Ldk064aAID?usp=share_link
